craft_element_id,craft_uid,sitecore_item_id,section,entry_type,slug,craft_uri
21315582,136f5ebe-2f8e-43e6-8e1f-a97441127dec,b94196da-bd00-4723-bcf9-ebd9baa629eb,lessons,lessons,flushing-systems-rapid-sl-wash-basin-product-overlay,nuggets/flushing-systems-rapid-sl-wash-basin-product-overlay
21299329,24c90965-94c7-4882-b4c9-fe61c15a7f42,c70cacf7-348a-4ef6-accd-de9043d62e8a,lessons,lessons,flushing-systems-saving,nuggets/flushing-systems-saving
21298885,f66e0c0d-0add-4338-b401-3d49d68b0379,f5ac596f-6033-4698-9e95-6b8d5628fe08,lessons,lessons,flushing-systems-tuev,nuggets/flushing-systems-tuev
21315042,7541ba77-87c3-48ab-91e3-db2a71cb8262,772edac2-2709-4bfc-8677-07abf1eb0b6e,lessons,lessons,flushing-systems-tuev-approval,nuggets/flushing-systems-tuev-approval
21311426,7c71b9dd-dcc3-4818-bf01-baff8ea43dc7,cfb270a0-356f-4016-acd5-aad4ff99ba84,lessons,lessons,flushing-systems-tuev-approval-rapid-sl-urinal,nuggets/flushing-systems-tuev-approval-rapid-sl-urinal
21317881,2d7b3fb8-97c6-40db-9391-bcb6c778dfc0,c8da5499-d910-4d94-865d-74e67909c7ef,lessons,lessons,flushing-systems-uniset-flushing-systems,nuggets/flushing-systems-uniset-flushing-systems
21326786,bf83b22b-d259-4b33-9c7f-e7f88bb9e802,8b94d6f4-79c7-4ee5-98a5-a863f5365a3f,lessons,lessons,flushing-systems-uniset-product-overlay-1,nuggets/flushing-systems-uniset-product-overlay-1
21318838,51a29c35-6652-4b9e-bf12-3ec42cb5e5a6,13b07d35-20d5-45bf-8238-ff7df482a47f,lessons,lessons,flushing-systems-uniset-saving,nuggets/flushing-systems-uniset-saving
21363644,6184e189-af57-4859-b22d-1b18dd5eb1fc,b0d08c22-e1cd-4e16-91c6-2e19619b9bd6,lessons,lessons,flushing-systems-urinal-ceramics,nuggets/flushing-systems-urinal-ceramics
21342290,4f7a54c1-c51b-4582-aac9-5de9dfe0ccdb,7f10b0ca-e260-4d66-b89b-bd8ab2d0b144,lessons,lessons,flushing-systems-wc-flush-plates,nuggets/flushing-systems-wc-flush-plates
21401874,1bfd4934-dde0-4576-a575-982e0d20a564,5e129695-97a7-4aed-af52-b38492e7a191,lessons,lessons,flushing-systems-what-do-our-competitors-different,nuggets/flushing-systems-what-do-our-competitors-different
424479,7625d4f0-feb7-4e7b-9d27-e17d743e4154,5fa4c31e-f5e7-453a-a47b-bb87b0b841b4,lessons,lessons,full-bathroom-always-a-perfect-combination,nuggets/full-bathroom-always-a-perfect-combination
428400,04bcf654-33df-4b4f-b7a1-be0aea460366,f8333f41-6ec2-4ff0-8eee-6562940e7300,lessons,lessons,full-bathroom-colours-and-coatings-of-the-renowned-grohe-quality,nuggets/full-bathroom-colours-and-coatings-of-the-renowned-grohe-quality
427100,40e9224e-076f-42c6-b171-af1dea0e83eb,216a0e0b-4a5e-44a8-816f-99068319a969,lessons,lessons,full-bathroom-exactly-the-same-colours-across-all-components,nuggets/full-bathroom-exactly-the-same-colours-across-all-components
429896,8ba755be-b257-45d5-829f-351e73347529,b54a3825-e6fa-4e09-b94b-c63b03038059,lessons,lessons,full-bathroom-grohe-euro-features,nuggets/full-bathroom-grohe-euro-features
434559,15dcd057-5ba6-42bf-8ec5-9b05634ea273,e6b4bd4d-5043-48d1-9be7-be00c7700653,lessons,lessons,full-bathroom-grohe-perfect-match,nuggets/full-bathroom-grohe-perfect-match
431321,82fb930d-0387-4803-b243-62647f286ba0,0b75a6c1-dd79-4e7b-abfd-205f0d880744,lessons,lessons,full-bathroom-lines-marque,nuggets/full-bathroom-lines-marque
426345,f3dce50a-a446-4950-a2c4-e02c62961d45,2aec2507-fc69-4f12-875d-a829f4677c5b,lessons,lessons,full-bathroom-paul-flowers-colors,nuggets/full-bathroom-paul-flowers-colors
596804,b4e972d3-a62f-484a-b40e-5212062410a7,a23cdb4c-f64e-442a-bc3f-bb18bf2cd2da,lessons,lessons,full-bathroom-selling-grohe-perfect-match,nuggets/full-bathroom-selling-grohe-perfect-match
442091,5929b827-6c0c-4a36-b6fc-7f00aa18c334,08682233-8f5c-49d1-9c11-14781a1cf665,lessons,lessons,full-bathroom-size-marque,nuggets/full-bathroom-size-marque
82619,72855dc9-3bf9-4df7-825c-e84c419d2555,bfc3e241-efae-43c5-909b-a8180df58916,lessons,lessons,full-sensorial-experience,nuggets/full-sensorial-experience
59066,4ea1e03d-33aa-4607-a36e-bf91461a45ee,2ff3b432-e10f-4a93-9501-7a625e53aedb,lessons,lessons,further-questions,nuggets/further-questions
2062534,71eae960-bd07-46ab-b1c6-da72acdedf73,d15587fe-d5f3-4af7-aa90-37850553ca22,lessons,lessons,getting-to-know-benefits,nuggets/getting-to-know-benefits
87163,17f59afc-6a2d-407d-8013-5f21041598da,a81d5cd1-a148-4826-99bb-58960272bffc,lessons,lessons,grohes-brand-house,nuggets/grohes-brand-house
11862349,b89ac2cd-af5e-4f4b-b757-d99b5d4928b8,f2b66fbe-d7b1-4f56-bc6b-068ec62f3451,lessons,lessons,grohe-smartcontrol-kitchen-dual-spray-video,nuggets/grohe-smartcontrol-kitchen-dual-spray-video
8363770,a0bc0708-0641-4b36-98f5-cee278d11e47,1171f884-0d9b-4441-81c5-4f10898e9204,lessons,lessons,grohtherm-explore-the-needs-of-consumers-fiona,nuggets/grohtherm-explore-the-needs-of-consumers-fiona
8362643,6bebd317-1ae1-4d71-b08c-3c850c7bd592,45fa0208-1f9e-4f99-a27e-a99f1ef28fc3,lessons,lessons,grohtherm-explore-the-needs-of-consumers-lyla-and-john,nuggets/grohtherm-explore-the-needs-of-consumers-lyla-and-john
8357628,b2d7ca37-67b5-45a2-a495-1abe45b7297a,c8253e7d-998e-4d64-94f8-0c44512e85b7,lessons,lessons,grohtherm-explore-the-needs-of-consumers-mario,nuggets/grohtherm-explore-the-needs-of-consumers-mario
8364755,8159f459-7bcb-4b58-9e6f-05fff4744d68,a4ae9874-3a68-4bfd-a4b7-2c6217ce959e,lessons,lessons,grohtherm-explore-the-needs-of-consumers-michael,nuggets/grohtherm-explore-the-needs-of-consumers-michael
8344457,b9b87ed0-4f60-4200-bbf7-a0a56f46b1c1,764e3ba8-d51a-4613-8e58-634da25cf596,lessons,lessons,grohtherm-grohe-432-rotation,nuggets/grohtherm-grohe-432-rotation
8334670,219af158-d25c-4fba-a2b8-c275b924e09e,e1cb66b5-f4ec-458a-b1cf-98a182796e69,lessons,lessons,grohtherm-grohe-aquadimmer,nuggets/grohtherm-grohe-aquadimmer
8339441,5506cd0d-d0a7-4f0f-a977-2ba4302936db,cbf25e97-4e9c-41d1-9aa7-50727fe34e26,lessons,lessons,grohtherm-grohe-cooltouch,nuggets/grohtherm-grohe-cooltouch
8338455,963ef522-a2ed-4073-894f-dffbc5b4bb2c,475328f1-a6ce-44ab-8d64-a26dd8b9cd7f,lessons,lessons,grohtherm-grohe-easyreach,nuggets/grohtherm-grohe-easyreach
8345720,019b05d6-e53e-4aca-90d4-6e0f32660729,2696a859-cd8c-4a8f-9b59-37139ceaa04b,lessons,lessons,grohtherm-grohe-ecobutton,nuggets/grohtherm-grohe-ecobutton
8335531,7341cd29-19d6-46dd-a104-4e6aa09394c0,3d8bacc2-b0b9-4318-9ded-a8a8d5c6039b,lessons,lessons,grohtherm-grohe-ergonomic-handles,nuggets/grohtherm-grohe-ergonomic-handles
8342720,7a64c4a6-9252-4b8b-9b4e-760bd0c841e6,ecb6a8cc-b615-4396-bcd8-2e01704f2ead,lessons,lessons,grohtherm-grohe-safestop,nuggets/grohtherm-grohe-safestop
8343694,fdeb8d8e-6bb9-44ce-934d-4f4d5f2c9179,0a72fe73-42b9-40b8-b6ff-78a24b2b9986,lessons,lessons,grohtherm-grohe-safestop-plus-43-c,nuggets/grohtherm-grohe-safestop-plus-43-c
8349227,5b501f6d-746f-4d3f-bc73-ba9400e51a6b,0d8711ea-d18f-47f3-a47f-f7886159eab6,lessons,lessons,grohtherm-grohe-smartcontrol,nuggets/grohtherm-grohe-smartcontrol
8326686,7185d8c0-c531-4a1c-bf43-7d8d73639251,2e15db6e-afcb-4fc7-92c9-7c3a77060b80,lessons,lessons,grohtherm-grohe-turbostat,nuggets/grohtherm-grohe-turbostat
8348498,b37058ec-830f-49da-96d7-6f886cb1662a,3342bd38-f105-47d6-b22e-6f929d6478af,lessons,lessons,grohtherm-grohe-turbostat-2,nuggets/grohtherm-grohe-turbostat-2
8354775,71242326-f44a-4df0-bc21-d80844f22dcc,263e8768-8e38-4009-94b0-d845e4b48e86,lessons,lessons,grohtherm-grohtherm-1000,nuggets/grohtherm-grohtherm-1000
8374665,b710a4c0-3b9c-4067-ba1e-c230d08a020b,ab7430bd-f66e-46e9-92fa-ea074b32a7d6,lessons,lessons,grohtherm-grohtherm-1000-2,nuggets/grohtherm-grohtherm-1000-2
8353704,32ccd71a-f142-4751-8a8f-03af6d6e9722,326036b8-06fd-42bf-8148-30395883aa2f,lessons,lessons,grohtherm-grohtherm-1000-performance,nuggets/grohtherm-grohtherm-1000-performance
8372862,7617ed7f-2874-4aef-8fdc-7045397150ef,e9d0e576-daa6-4125-a7f9-5a8178e9abf8,lessons,lessons,grohtherm-grohtherm-1000-performance-2,nuggets/grohtherm-grohtherm-1000-performance-2
8355654,313c79bc-32e0-4083-9a67-1afe82d1525c,245926d9-d9ea-4f91-b2f1-645bd04fe9fa,lessons,lessons,grohtherm-grohtherm-2000,nuggets/grohtherm-grohtherm-2000
8375981,7e24ab92-7c90-4ebb-ad01-25627d357808,5fe028d2-6760-4171-b4d2-018b1a0d3194,lessons,lessons,grohtherm-grohtherm-2000-2,nuggets/grohtherm-grohtherm-2000-2
8350271,0dc11090-ff80-486b-a2dc-26cdcfdf6e29,762a32b6-3863-4c02-a1c4-d428fe6b6d56,lessons,lessons,grohtherm-grohtherm-500,nuggets/grohtherm-grohtherm-500
8365660,2ab94765-a4db-4f05-a00d-e8b995a70824,18744374-4e2d-45dd-afcb-b3e77064a17c,lessons,lessons,grohtherm-grohtherm-500-2,nuggets/grohtherm-grohtherm-500-2
8351044,e268aca6-d6ae-4369-9d6b-612929ca4472,b5117e09-c85a-463d-a1ac-51b588f7dbf2,lessons,lessons,grohtherm-grohtherm-800,nuggets/grohtherm-grohtherm-800
8368594,8eec0a45-3a56-4e2a-ad66-fe153d16f929,2b666c81-7f23-441e-8433-5c75bb011cb0,lessons,lessons,grohtherm-grohtherm-800-2,nuggets/grohtherm-grohtherm-800-2
8352407,a621bbdc-f239-4c93-9595-03fcecb302ef,fefff5de-db1b-4da4-94bf-15495ff1a086,lessons,lessons,grohtherm-grohtherm-800-cosmopolitan,nuggets/grohtherm-grohtherm-800-cosmopolitan
8370501,195fb9ba-b861-4171-aed6-659994940dd1,016df53a-de0c-44dc-9ce7-3d4af39da3ae,lessons,lessons,grohtherm-grohtherm-800-cosmopolitan-2,nuggets/grohtherm-grohtherm-800-cosmopolitan-2
8333810,d2f420f5-44ab-4944-b811-6c7507d0034b,328753d7-9800-4d22-8ff1-e779fc3435c3,lessons,lessons,grohtherm-grohtherm-smartcontrol,nuggets/grohtherm-grohtherm-smartcontrol
8356775,49902cac-91ac-44d5-9878-8847d62a4a5b,b9aa3c79-30b6-402b-98fd-d37511bd257b,lessons,lessons,grohtherm-grohtherm-smartcontrol-2,nuggets/grohtherm-grohtherm-smartcontrol-2
8377614,a605762a-ad5b-4158-8c44-3d0428165631,ae9d5358-a5ce-4d42-a942-c0ea0aeefc30,lessons,lessons,grohtherm-grohtherm-smartcontrol-3,nuggets/grohtherm-grohtherm-smartcontrol-3
8349973,e7394a1d-e789-41d1-b927-3f2d56437899,fdc3aa77-89b6-4522-8846-3d06042de901,lessons,lessons,grohtherm-the-grohtherm-thermostats,nuggets/grohtherm-the-grohtherm-thermostats
8326091,d6f68dda-5b04-44ef-8346-1fc7547883a5,3da48218-4aa0-4abc-a0a6-b9851827b5a6,lessons,lessons,grohtherm-thermostats-180-ceramic-headpart,nuggets/grohtherm-thermostats-180-ceramic-headpart
8325582,a553e4ac-ca20-4e04-b635-90da0e92d11a,2106edef-156a-493e-9cee-71e17be77f7a,lessons,lessons,grohtherm-thermostats-discover-every-detail,nuggets/grohtherm-thermostats-discover-every-detail
8325737,5856e114-4412-4940-b1d0-374ed88c0d3d,2241a477-d529-4cdd-94f1-43d2a846f691,lessons,lessons,grohtherm-thermostats-ergonomic-handles,nuggets/grohtherm-thermostats-ergonomic-handles
8325858,bfa1e9bb-3f9f-4449-8465-af2a67e32937,160a3667-1e07-47c4-83af-0ac1e26172aa,lessons,lessons,grohtherm-thermostats-ergonomic-handles-2,nuggets/grohtherm-thermostats-ergonomic-handles-2
8322601,8cd6f95f-a79f-4f70-aaee-8cf6f6c12822,0af6faaf-da30-487d-8226-9c1b43187a81,lessons,lessons,grohtherm-thermostats-how-grohe-thermostats-have-evolved,nuggets/grohtherm-thermostats-how-grohe-thermostats-have-evolved
8322662,e2e2d4f8-3f40-4d7b-af35-35ff937a8aa7,ef9d9625-139a-45f4-97b3-92d53f18e6da,lessons,lessons,grohtherm-thermostats-how-grohe-thermostats-have-evolved-subnugget,nuggets/grohtherm-thermostats-how-grohe-thermostats-have-evolved-subnugget
8326316,0e2d37d9-3a34-47e2-88df-e54af3467138,95d57391-a219-4c68-a003-ff132c14e3f8,lessons,lessons,grohtherm-thermostats-non-return-valve,nuggets/grohtherm-thermostats-non-return-valve
8326420,f51e5562-a06d-49ef-8edf-b1d76910e41c,33c02ffa-497f-42aa-b685-c3ad271aaf54,lessons,lessons,grohtherm-thermostats-s-unions,nuggets/grohtherm-thermostats-s-unions
8326203,0d94b01f-c9b2-4bb0-9737-ba41e009a3ac,7de922f4-62d0-4ccb-8069-5a4f380b1c79,lessons,lessons,grohtherm-thermostats-the-housing-of-the-thermostat-with-a-non-return-valve-outlet,nuggets/grohtherm-thermostats-the-housing-of-the-thermostat-with-a-non-return-valve-outlet
8325978,ad4e8076-8834-4d79-a872-133057ec9e20,29362698-592b-4f66-8cdd-248e23531cca,lessons,lessons,grohtherm-thermostats-thermostatic-compact-cartridge,nuggets/grohtherm-thermostats-thermostatic-compact-cartridge
8347718,18fa50d8-5e0e-4729-a26e-e54c772afce8,751119eb-3658-4a9e-b369-af8db565c063,lessons,lessons,grohtherm-two-different-head-parts,nuggets/grohtherm-two-different-head-parts
61533,c26dd4ef-c231-4ba0-ba30-7fbaa861230b,3c455c4e-67df-49ec-a9f0-7929d931358d,lessons,lessons,growing-trends-in-modern-societies,nuggets/growing-trends-in-modern-societies
179511,1c3fea5e-65c5-47ca-9889-617194970f02,4e15c44a-5eb5-4233-9a70-327286274641,lessons,lessons,home-content-overview-inst-grohe-ad,nuggets/home-content-overview-inst-grohe-ad
176774,dc344878-30da-4b76-813a-1f4848d6a4ee,5617f036-139d-4cd5-9dc8-cdd6e1f3d8ca,lessons,lessons,home-learning-on-demand,nuggets/home-learning-on-demand
178504,160bf724-9f41-4766-817f-fcdd40f6783b,8fb18735-ec67-4f37-873f-a9bb68a7328e,lessons,lessons,home-showroom-content,nuggets/home-showroom-content
178066,97043388-2136-439e-8dac-abde14427898,08679f99-5c99-41c0-bdcb-d9a3f5c30131,lessons,lessons,home-what-awaits-you,nuggets/home-what-awaits-you
177033,9bc5a40a-3d3e-4722-9993-e65368105e39,88fcf40e-b741-4377-9eed-9521ce1b87fc,lessons,lessons,home-what-awaits-you-ad,nuggets/home-what-awaits-you-ad
2049739,a03fe547-cabf-4094-9609-e7211f289e3d,b03ceb8e-e8e6-4791-b01f-b355b9420b2f,lessons,lessons,how-to-use-detail-sales,nuggets/how-to-use-detail-sales
2048608,315bb56f-ba42-4d4b-bd00-d66aff47f986,7acc7b2c-2826-4eb4-8695-3b7fb209a10d,lessons,lessons,how-to-use-detail-search,nuggets/how-to-use-detail-search
2050465,69eecd69-54a2-46c9-93cd-1572718ebb95,fbde25e8-f0a9-4e1c-ad1a-0b9b855443b4,lessons,lessons,how-to-use-details-installation,nuggets/how-to-use-details-installation
2047173,74329291-bbba-49e1-902e-03accd2747bb,cc7c808d-482a-457d-8ab5-c10e8d6542d7,lessons,lessons,how-to-use-detail-trainings,nuggets/how-to-use-detail-trainings
168629,5d74809f-dd51-46d5-8fac-73f8563079c5,e4d9cbc2-6b21-4705-9fe8-b80c8daef2ed,lessons,lessons,how-to-use-the-learning-companion,nuggets/how-to-use-the-learning-companion
635196,1a9e2513-0ecd-4edf-964f-bc70183adff7,d87b315d-6f40-477f-be81-f8c3a630d641,lessons,lessons,how-we-address-all-5-senses,nuggets/how-we-address-all-5-senses
63723,42d6b6ab-e8cd-400f-b64f-9acec3e74e59,0c45ba1b-6a8c-403d-86e5-27d36022f81f,lessons,lessons,impressions,nuggets/impressions
21311732,38d4689a-9619-438f-8250-3e357df47a2f,e39b5219-a1c6-4989-8844-f03edc4ff543,lessons,lessons,installation-system-flushing-system-for-bidet,nuggets/installation-system-flushing-system-for-bidet
21312781,f850af73-7bed-4442-b854-722481284a2b,4304bcab-3a0c-43a5-aee2-b6e86b2245e2,lessons,lessons,installation-system-grohe-whisper-bidet,nuggets/installation-system-grohe-whisper-bidet
21299023,3263623e-def6-4b77-9213-7c7e90038d26,3a3d4810-8456-41f1-82a2-e9a5b0107e6e,lessons,lessons,installation-systems-grohe-whisper,nuggets/installation-systems-grohe-whisper
21314853,c8bf2e89-f3f6-40f2-abac-a9b8bfd43032,b96ea000-437f-4037-a270-a0116adaf48b,lessons,lessons,installation-systems-grohe-whisper-rapid-sl-wash-basin,nuggets/installation-systems-grohe-whisper-rapid-sl-wash-basin
21318005,317135c6-9d5a-4cdc-acab-9751583ad6ab,2805bc8a-6ee6-45f8-a571-2c523df8a290,lessons,lessons,installation-systems-grohe-whisper-uniset,nuggets/installation-systems-grohe-whisper-uniset
21310282,efccc88d-b463-43e5-bef6-8d69d50cb51a,a2c32658-4526-406c-8882-59139bd8ebb4,lessons,lessons,installation-systems-rapid-sl-urinal-overlay,nuggets/installation-systems-rapid-sl-urinal-overlay
21658653,1d26b45e-9c4e-49f7-8c41-dd8373c95011,e86656eb-d13e-4786-9ac9-c62ff9daf6eb,lessons,lessons,installation-systems-selling-sales-support,nuggets/installation-systems-selling-sales-support
23638171,7853ecba-2b3b-44d7-9c2e-36acf61fb91f,614edbea-fe41-48be-8fca-7d972e6ecfa1,lessons,lessons,ish2025-grohe-spa-absolute-customization,nuggets/ish2025-grohe-spa-absolute-customization
23637621,d1e33224-5b55-42d6-819f-4cd6470351e7,975d9e0f-9d95-4d51-b954-10b6caf6e87e,lessons,lessons,ish2025-grohe-spa-exacting-colours-and-finishes,nuggets/ish2025-grohe-spa-exacting-colours-and-finishes
23643186,a28456e1-578c-4593-b3bf-bc84d7c06d37,c7ad3dc7-e78d-48b2-a3cb-5b9bf3cb0cf3,lessons,lessons,ish2025-grohe-spa-flush-plates,nuggets/ish2025-grohe-spa-flush-plates
23637026,15f3f79e-ead1-47fc-a570-cd419a24d536,d8d5dc1f-f0ec-49d2-9d1b-14489b30eb23,lessons,lessons,ish2025-grohe-spa-multisensory-moments,nuggets/ish2025-grohe-spa-multisensory-moments
23637956,ca2ce739-d1d4-46dd-b66a-7bfc9aaa78d3,55ae46b5-da11-4b4d-9828-bbea423353dd,lessons,lessons,ish2025-grohe-spa-personalized-luxury,nuggets/ish2025-grohe-spa-personalized-luxury
23638516,66d3fbe1-d588-49c3-b468-6196fc579474,38568a76-d89c-4700-97f5-47a33432018a,lessons,lessons,ish2025-grohe-spa-project-and-shower-wall,nuggets/ish2025-grohe-spa-project-and-shower-wall
23630450,a4544f69-6c42-4447-adb1-45c719318e23,19d17f3a-5ffd-41f2-953d-089869f35375,lessons,lessons,ish2025-trend-walk-brand-pillars,nuggets/ish2025-trend-walk-brand-pillars
23633177,4bacdc4b-5cd7-41a6-a4f6-8680ab5ee7ac,9a4a10f1-8a0d-4a06-b2a0-8354caf53364,lessons,lessons,ish2025-trend-walk-cubeo-and-euro-ceramic,nuggets/ish2025-trend-walk-cubeo-and-euro-ceramic
23631602,c6ca2a15-e278-4e75-959e-b066fb5c88df,a756e26c-c000-4524-87a8-5d8548092060,lessons,lessons,ish2025-trend-walk-customized-living,nuggets/ish2025-trend-walk-customized-living
23633099,92891fdc-cbfe-4040-8a8b-fbbf6a0e6831,4312fed7-334e-41f5-986f-8ef19f18205a,lessons,lessons,ish2025-trend-walk-eurosmart-faucets,nuggets/ish2025-trend-walk-eurosmart-faucets
23633316,f048c009-e097-4a4d-a9c1-50b62379f1b1,dd656032-84cf-49a8-9035-aa0436a7d3f7,lessons,lessons,ish2025-trend-walk-home-makeover,nuggets/ish2025-trend-walk-home-makeover
23633401,204ecfc9-e83e-457a-8336-2eacfc2ad2ed,43e2888d-5581-4884-8550-40770cbeb1b4,lessons,lessons,ish2025-trend-walk-kitchen-moments,nuggets/ish2025-trend-walk-kitchen-moments
23632204,af90ede3-96c9-4281-a677-46a20e51c7ee,88c4b374-c172-455a-a60e-2d7b477b6e1a,lessons,lessons,ish2025-trend-walk-professional-services,nuggets/ish2025-trend-walk-professional-services
23631961,08405174-74be-4c36-a68b-29eb6b795c6c,cabee735-dc73-432e-a3e1-cac5b6931291,lessons,lessons,ish2025-trend-walk-self-care-cocoon,nuggets/ish2025-trend-walk-self-care-cocoon
23631387,479faa23-5a05-4360-bbdf-e3d8fe69f66f,d4259f0b-1016-4f9b-844d-f9823e35d46b,lessons,lessons,ish2025-trend-walk-soft-hues-essence,nuggets/ish2025-trend-walk-soft-hues-essence
23633006,14dd87ff-1b7e-461a-a797-e8a208f3cbd8,abaff58d-6851-43d2-b578-195b03d95613,lessons,lessons,ish2025-trend-walk-sustainable-living,nuggets/ish2025-trend-walk-sustainable-living
23633252,cb5d6bd5-93ec-4be4-984a-1b517e740634,c4493842-57b0-4340-87b7-a4f78d7791d8,lessons,lessons,ish2025-trend-walk-tempesta-handshower,nuggets/ish2025-trend-walk-tempesta-handshower
23633531,45d98803-6ee8-4ba4-8b8a-dc192ad30940,b093fd14-7e19-4bcd-b4d6-5edaff379916,lessons,lessons,ish2025-trend-walk-water-bar,nuggets/ish2025-trend-walk-water-bar
7942002,5326492b-81d8-4021-bb89-82ef0e2b5901,a0f1a2ff-612f-4f3a-8a28-3f00eb9656c1,lessons,lessons,marked-specific-product-range-dark,nuggets/marked-specific-product-range-dark
7941383,6ca85c02-7b65-49be-9c4c-cba929ec143f,4ae83d1b-b734-49a6-9ce8-f09f5d98eeb7,lessons,lessons,marked-specific-product-range-light,nuggets/marked-specific-product-range-light
28665,c92e37e1-5f81-4c72-82e3-d3768056148b,4800a052-944f-45b5-a484-904a16f0ccba,lessons,lessons,modern-design-meets-nature,nuggets/modern-design-meets-nature
68477,34b58c62-06d0-4edd-ba18-011d575fd7c4,b685dca2-8788-4526-9b60-0499509920d4,lessons,lessons,moment-of-bliss,nuggets/moment-of-bliss
646211,1ee4f31b-016e-4588-857f-f9205d03d36f,f466f0b4-c57f-4316-957f-f460074273aa,lessons,lessons,new-and-existing-spa-products,nuggets/new-and-existing-spa-products
59227,53e6bccf-0fc8-4f55-9c7e-bf1fda9573da,b58aeae4-e8bb-4a17-adec-7c73a3a6441d,lessons,lessons,new-logo,nuggets/new-logo
59852,af3e370f-5b36-40b2-b653-851cdc20e8bc,a3e1639b-cc80-4dff-9896-51368b31f87e,lessons,lessons,our-new-products,nuggets/our-new-products
36436,0aefbb8b-b7e8-4663-88fd-d86994ee9709,f3fcd9bd-b0d4-44be-9d8e-e85f7764687d,lessons,lessons,our-responsibility,nuggets/our-responsibility
23507497,fa32fe20-08a7-4639-a613-59f31b79596e,6b4fd9c4-e10e-4505-b351-974eb719f255,lessons,lessons,overv,nuggets/overv
23505073,f5182e98-90c9-45e7-aab3-15ddf2f674ed,101bf1ba-d465-43bc-9580-647049d1f732,lessons,lessons,overview-are-you-a-professional-installer,nuggets/overview-are-you-a-professional-installer
23507343,d479f2cf-9a77-4165-81f4-a5f148eabdb8,d0ec1938-549a-491b-a120-55b092d6b239,lessons,lessons,overview-check-your-knowledge,nuggets/overview-check-your-knowledge
584992,4c2222f9-06c6-4161-8140-3a1a40464376,0c46f9a8-05c9-4a81-a8a7-a60926f46a74,lessons,lessons,overview-compact-grohe-ad,nuggets/overview-compact-grohe-ad
585720,f786f8da-5640-44c5-832b-80a67eb30c4c,2ab92558-a9c3-410f-9a6d-35286d29050e,lessons,lessons,overview-compact-grohe-ad-2,nuggets/overview-compact-grohe-ad-2
583518,d5f452d8-c240-433f-93cf-574ff5a9d548,e3f2e3ef-cdb9-40a7-9336-7bab9a16b9d0,lessons,lessons,overview-compact-grohe-show,nuggets/overview-compact-grohe-show
567971,b3dc932b-b426-4e56-bca3-ea48164832c9,ea5b6117-e923-4dbc-9685-1dacbcc0a5a9,lessons,lessons,overview-installation,nuggets/overview-installation
23505880,fa294289-7501-4b7b-8e1e-e6e63415b75a,c41e1b42-fbdf-4d7a-bbf4-1023fce71438,lessons,lessons,overview-installation-gr-li-show,nuggets/overview-installation-gr-li-show
23857912,d6799376-fea1-4e65-9699-404a31c11904,4578b8b5-8668-4cfc-9d0f-b048094a47d5,lessons,lessons,overview-ish-2025-pure-freude-an-wasser-en,nuggets/overview-ish-2025-pure-freude-an-wasser-en
23504868,8bfe5976-9ca8-43ca-873a-11619c0eb347,e4edef84-f4c8-4a3f-ae02-aa0a91eefbfe,lessons,lessons,overview-meet-our-products,nuggets/overview-meet-our-products
583278,26b83c7b-ed9a-4188-94a7-28b793241db5,918af4b6-135f-4c1d-8c0d-55fc9eef9f86,lessons,lessons,overview-on-demand,nuggets/overview-on-demand
583458,8148c74e-66c9-4341-8f59-7bbf1d79c8b9,484ac58b-278a-489e-80dd-0e872c7c269d,lessons,lessons,overview-on-demand-ad,nuggets/overview-on-demand-ad
8848511,3fbf8ea6-a374-4941-95d5-46c6d267fe96,4bbdf3f5-f7f1-4758-9a96-57e2cb65dfe7,lessons,lessons,overview-quickfix,nuggets/overview-quickfix
11344367,f3ceb606-3db2-4f05-8780-c4edee26a0c0,bbe1f3d8-d779-44b2-85f8-862abd521045,lessons,lessons,overview-watersystems,nuggets/overview-watersystems
23504756,3b45a39e-9e46-4a04-82d3-f19479dbf730,37c19b88-09ea-4f3e-a391-b72cc99ca0ef,lessons,lessons,overview-whats-new,nuggets/overview-whats-new
24454310,4548f695-591f-47fb-9114-d549a2865a4b,7438ea2e-458a-4782-b2a5-619c5c86beaa,lessons,lessons,overview-whats-new-ext,nuggets/overview-whats-new-ext
23853719,4635bb40-6861-47b9-ad9e-bfa3b474f9d9,c9f087e9-7408-42b5-9097-c267184cf6b6,lessons,lessons,overview-whats-new-grohe,nuggets/overview-whats-new-grohe
583574,3c9a464e-411e-4181-b8ab-6010c53876ca,3fd17e98-7acd-409d-b2ff-7181a6e11bd9,lessons,lessons,pitching-guides,nuggets/pitching-guides
36180,ad6fcf71-0317-4fd9-a532-2d5ba36687bd,8ea2220e-4167-424a-b215-658e3bef1876,lessons,lessons,precision-control,nuggets/precision-control
82758,1c293f9e-5172-44e5-8d32-4210627858f7,91608d8d-e2da-4b23-873c-0219368134f3,lessons,lessons,product-benefits,nuggets/product-benefits
82961,7bb756f2-8a5f-4328-b782-579371edb74e,a22f7390-7f44-4050-a48c-5f11af81831e,lessons,lessons,product-portfolio,nuggets/product-portfolio
23681380,f53d1897-4855-4d29-b73b-dafabef50026,ac306b01-078c-411c-ac3d-ea29bab86382,lessons,lessons,purefoam-battery-check,nuggets/purefoam-battery-check
